FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
28221.txt,https://www.soas.ac.uk,21,www.soas.ac.uk,14,0,uk,100,0.714285714,0.028555,0.068763709,2,2,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,10558,62780,1,soasac,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,35,1,5,43,0,24,1
20342.txt,https://www.cabi.org,19,www.cabi.org,12,0,org,100,1,0.0799628,0.067484782,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1240,10931,1,cabi,100,100,1,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,20,27,29,75,0,88,1
161484.txt,https://www.contexte.com,23,www.contexte.com,16,0,com,100,1,0.5229071,0.070086399,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,2637,633,1,ntexte,75,75,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,24,2,10,253,4,9,1
mw117271.txt,http://www.asmadernli.com,25,www.asmadernli.com,18,0,com,78.0952381,1,0.5229071,0.066371153,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,479,1,asmadernli,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725758.txt,https://www.4food.it,19,www.4food.it,12,0,it,100,1,0.012178,0.05232467,2,1,0,0,0,5,0.263,1,0.053,0,0,0,1,0.053,1,2780,549,1,4food,100,100,1,0,0,0,0,1,0,2,0,1,1,1,1,0,0,0,1,189,4,14,524,2,6,1
521075.txt,https://www.glenwoodcaverns.com,30,www.glenwoodcaverns.com,23,0,com,100,1,0.5229071,0.062903196,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,3295,3012,1,glenwoodcaverns,100,100,1,1,1,0,0,1,0,3,0,1,0,1,0,0,0,0,1,38,39,54,268,17,236,1
m2w00134.txt,http://www.whatsarspp.com,24,www.whatsarspp.com,18,0,com,72.65306122,1,0.5229071,0.054273254,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,41,112,1,whatsarspp,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631934.txt,https://www.globalitusers.com,28,www.globalitusers.com,21,0,com,100,1,0.5229071,0.060599568,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,448,2428,1,globalitusers,100,100,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,1,27,5,6,36,6,45,1
oph14654.txt,https://cloudflare-ipfs.com/ipfs/bafybeifzf2brf3csqsrf7zuituftrk65n7aue6bgmwf4cnjzczm4iby27m/webapps.html,105,cloudflare-ipfs.com,19,0,com,19.90907533,0.733333333,0.5229071,0.038580309,3,0,0,0,0,80,0.762,11,0.105,0,0,0,6,0.057,1,2,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7987910.txt,http://maxusdtdefi.cc,20,maxusdtdefi.cc,14,0,cc,57.68707483,1,0.0010349,0.049178742,2,0,0,0,0,12,0.6,0,0,0,0,0,1,0.05,0,9,50,1,maxusdtdefi,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624163.txt,https://www.hippiemommy.com,26,www.hippiemommy.com,19,0,com,100,1,0.5229071,0.05893668,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,621,8502,1,hippiemommy,100,100,1,0,1,0,0,1,0,7,1,1,1,1,0,0,0,0,1,17,9,26,45,0,71,1
oph13968.txt,https://cf-ipfs.com/ipfs/qmwjpk7hken9kcewr1cp15nps6gf5wn1tupqthdymawtvr,71,cf-ipfs.com,11,0,com,14.60537919,0.714285714,0.5229071,0.035198615,3,0,0,0,0,51,0.718,8,0.113,0,0,0,4,0.056,1,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122085.txt,https://www.powder.com,21,www.powder.com,14,0,com,100,1,0.5229071,0.061903814,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,2908,8047,1,powder,100,100,1,1,1,0,0,1,0,11,0,1,1,1,0,0,0,0,1,85,1,15,169,5,217,1
mw23392.txt,http://www.mnp.nkr.am,20,www.mnp.nkr.am,14,0,am,69.62962963,0.571428571,0.0002356,0.051632679,2,2,0,0,0,7,0.35,0,0,0,0,0,2,0.1,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221617.txt,https://www.viotalk.com,22,www.viotalk.com,15,0,com,100,1,0.5229071,0.060802622,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,951,473,1,viotalk,100,100,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,16,34,9,0,6,9,1
904080.txt,https://www.inspirepicturearchive.org.uk,39,www.inspirepicturearchive.org.uk,32,0,uk,100,0.88,0.028555,0.057784058,2,2,0,0,0,25,0.641,0,0,0,0,0,2,0.051,1,339,519,1,inspirepictrearchiveorg,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,29,1,2,78,0,68,1
399446.txt,https://www.urofrance.org,24,www.urofrance.org,17,0,org,100,1,0.0799628,0.067196011,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2413,9381,1,urofrance,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,56,70,31,258,6,263,1
519200.txt,https://www.redheadedfemme.com,29,www.redheadedfemme.com,22,0,com,100,1,0.5229071,0.063688798,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,3660,8682,1,redheadedfemme,100,100,1,0,0,0,0,0,20,22,0,0,0,0,0,0,1,0,0,34,3,9,377,0,575,1
8107597.txt,https://marcostrader.com.br/css/main/support/xfinity-new-rd1035,63,marcostrader.com.br,19,0,br,27.8961039,0.8125,0.0094423,0.052568962,2,1,0,0,0,43,0.683,4,0.063,0,0,0,8,0.127,1,9,114,1,marcostradercomcssmainsupportxfinity-new-rd1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
mw66517.txt,http://www.b5d50ea0e3fcab816c405df7519b242bf4.ws,47,www.b5d50ea0e3fcab816c405df7519b242bf4.ws,41,0,ws,18.55955679,0.235294118,0.0003477,0.020515497,2,1,0,0,0,16,0.34,19,0.404,0,0,0,1,0.021,0,13,244,1,b5d50ea0e3fcab816c405df7519b242bf4,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
163379.txt,https://www.hsu.edu,18,www.hsu.edu,11,0,edu,100,1,0.0115013,0.046201318,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,449,273,1,hsu,100,100,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,21,3,4,47,0,23,1
484777.txt,https://www.lacesmagnetschool.org,32,www.lacesmagnetschool.org,25,0,org,100,1,0.0799628,0.067392217,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1317,6742,1,lacesmagnetschool,100,100,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,36,6,87,112,0,30,1
8075182.txt,http://www.amazcecm-co-jp.amazaeon.chalvshe.top/,48,www.amazcecm-co-jp.amazaeon.chalvshe.top,40,0,top,28.38672005,0.28125,0.0002752,0.060532496,3,3,0,0,0,31,0.646,0,0,0,0,0,6,0.125,0,2,537,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8000412.txt,https://bafybeie3fosdtd3bn54pc5tntwubfg3f55sffjqqajftp7wiaxerkrrpgm.ipfs.dweb.link/customindex.html,98,bafybeie3fosdtd3bn54pc5tntwubfg3f55sffjqqajftp7wiaxerkrrpgm.ipfs.dweb.link,74,0,link,8.939794081,0.217391304,0.0003306,0.038365349,4,2,0,0,0,76,0.776,9,0.092,0,0,0,5,0.051,1,241,103353,1,bafybeie3fosdtd3bn54pc5tntwubfg3f55sffjqqajftp7wiaxerkrrpgmipfsdwebcustomindexhtm,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,1,0,0,4,0
555049.txt,https://www.glen-mhor.com,24,www.glen-mhor.com,17,0,com,100,0.555555556,0.5229071,0.064349522,3,1,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,541,4146,1,glen-mhor,100,100,1,1,1,0,0,0,0,3,0,1,1,1,0,1,0,0,1,23,21,11,61,2,113,1
466144.txt,https://www.lexdray.com,22,www.lexdray.com,15,0,com,100,1,0.5229071,0.055404556,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1034,2671,1,lexdray,100,100,0,0,1,1,1,1,0,20,0,1,1,1,1,1,1,0,1,13,4,30,45,7,31,1
8109886.txt,https://bt-wsghashg.square.site/,32,bt-wsghashg.square.site,23,0,site,64.61877757,0.5,0.0017656,0.048565299,4,1,0,0,0,20,0.625,0,0,0,0,0,4,0.125,1,68,80,1,bt-wsghashgsquare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18913.txt,https://www.businessgreen.com,28,www.businessgreen.com,21,0,com,100,1,0.5229071,0.062275268,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1412,1340,1,businessgreen,100,100,0,0,1,0,0,1,0,3,0,1,1,1,0,1,0,0,1,46,4,12,152,7,91,1
453926.txt,https://www.melling.com,22,www.melling.com,15,0,com,100,1,0.5229071,0.062369477,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1439,9381,1,melling,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,42,22,35,174,1,145,1
8088778.txt,https://scholarlysanemail.besoso.repl.co/?,42,scholarlysanemail.besoso.repl.co,32,0,co,39.31784478,0.620689655,0.0059772,0.063940927,2,2,0,0,0,29,0.69,0,0,0,1,0,4,0.119,1,108,731,1,scholarlysanemailbesosorepl?,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,8,0,0,0,0
mw183198.txt,http://www.lamultispecialty.com,31,www.lamultispecialty.com,24,0,com,55.35714286,1,0.5229071,0.058703268,3,1,0,0,0,19,0.613,0,0,0,0,0,1,0.032,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8111531.txt,https://poczta-919266-aktualizacja.wyktorias.pl/kontynuowac/,60,poczta-919266-aktualizacja.wyktorias.pl,39,0,pl,19.77345991,0.527777778,0.0069695,0.045593052,2,1,0,0,0,40,0.667,6,0.1,0,0,0,6,0.1,1,95,394,1,poczta-919266-aktualizacjawyktoriaskontynuowac,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0
484177.txt,https://www.desdehollywood.com,29,www.desdehollywood.com,22,0,com,100,1,0.5229071,0.058846727,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,898,8047,1,desdehollywood,100,100,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,34,9,20,102,5,103,1
mw73132.txt,http://www.evidyadigital.com,27,www.evidyadigital.com,21,0,com,81.12264514,1,0.5229071,0.055239363,3,1,0,0,0,15,0.556,0,0,0,0,0,1,0.037,0,9,80,1,evidyadigital,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
163608.txt,https://www.wucker.com,21,www.wucker.com,14,0,com,100,1,0.5229071,0.057300594,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,811,8047,1,wucker,100,100,1,1,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,13,9,18,53,4,68,1
24437.txt,https://www.tri-cityherald.com,29,www.tri-cityherald.com,22,0,com,100,0.785714286,0.5229071,0.059359601,3,1,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,8381,14849,1,tri-cityherald,100,100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,22,2,9,112,0,135,1
mw36904.txt,http://www.chaindungeons.com,27,www.chaindungeons.com,21,0,com,94.73279508,1,0.5229071,0.061812731,3,1,0,0,0,15,0.556,0,0,0,0,0,1,0.037,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89905.txt,https://www.xpo.com,18,www.xpo.com,11,0,com,100,1,0.5229071,0.061245669,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1560,9116,1,xpo,100,100,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,13,1,6,20,0,25,1
524179.txt,https://www.remixmagazine.com,28,www.remixmagazine.com,21,0,com,100,1,0.5229071,0.061589432,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1298,4189,1,remixmagazine,100,100,1,0,1,0,0,1,0,5,0,1,1,1,0,0,0,0,0,29,3,10,50,0,26,1
500359.txt,https://www.luftballoonstore.com,31,www.luftballoonstore.com,24,0,com,100,1,0.5229071,0.063159988,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,2116,19146,1,luftballoonstore,100,100,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,12,12,31,38,1,22,1
7999893.txt,https://att-8778555.boxmode.io/,30,att-8778555.boxmode.io,22,0,io,36.21990658,0.789473684,0.0129268,0.040795998,2,1,0,0,0,12,0.4,7,0.233,0,0,0,3,0.1,1,53,197,1,att-8778555boxmode,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,24,0
860929.txt,https://www.leon-gallery.com,27,www.leon-gallery.com,20,0,com,100,0.666666667,0.5229071,0.063717211,3,1,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,1607,850,1,leon-gallery,100,100,1,0,1,0,0,1,0,9,1,1,1,0,0,0,0,0,1,27,7,41,1,21,67,1
mw53711.txt,http://www.tkfgiyg.cf,20,www.tkfgiyg.cf,14,0,cf,55.37190083,1,0.0001858,0.036495132,2,1,0,0,0,8,0.4,0,0,0,0,0,1,0.05,0,20,208,1,tkfgiyg,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97432.txt,https://www.moodeaudio.org,25,www.moodeaudio.org,18,0,org,100,1,0.0799628,0.071655044,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,511,267,1,moodeaudio,100,100,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,25,8,10,1,1,17,1
47977.txt,https://www.ffm.vic.gov.au,25,www.ffm.vic.gov.au,18,0,au,100,0.363636364,0.0100856,0.046133164,2,3,0,0,0,10,0.4,0,0,0,0,0,3,0.12,1,1840,1769,1,ffmvicgov,0,0,1,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,34,3,15,85,4,124,1
253687.txt,https://www.mupsat.com,21,www.mupsat.com,14,0,com,100,1,0.5229071,0.060743563,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,504,683,1,mupsat,100,100,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15,6,4,8,0,11,1
996.txt,https://www.strava.com,21,www.strava.com,14,0,com,100,1,0.5229071,0.065243396,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,322,2159,1,strava,100,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,2,23,1,0,14,1
155429.txt,https://www.medici.md,20,www.medici.md,13,0,md,100,1,0.0001612,0.063215536,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1069,2548,1,edici,83.33333333,83.33333333,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,30,12,19,21,0,32,1
126358.txt,https://www.revistapushstart.com,31,www.revistapushstart.com,24,0,com,100,1,0.5229071,0.057715244,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1194,1746,1,revistapushstart,100,100,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,55,5,22,176,7,227,1
497230.txt,https://www.seasideline.co.jp,28,www.seasideline.co.jp,21,0,jp,100,0.857142857,0.0230451,0.064244224,2,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,510,351,1,seasidelineco,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,39,4,7,78,0,26,1
8019158.txt,https://comswi.net/clients/login.php,35,comswi.net,10,0,net,41.26984127,1,0.0384199,0.058643414,3,0,0,0,0,23,0.657,0,0,0,0,0,4,0.114,1,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8042373.txt,http://www.kueronekayacotn-co-jp.kueronekayacotn.xrlkba.top/ai/,62,www.kueronekayacotn-co-jp.kueronekayacotn.xrlkba.top,52,0,top,26.10830154,0.363636364,0.0002752,0.058240655,3,3,0,0,0,45,0.726,0,0,0,0,0,6,0.097,0,474,780,1,kueronekayacotn-co-jpkueronekayacotnxrlkbaai,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,2,1,0,0,0,0
443569.txt,https://www.landbigfish.com,26,www.landbigfish.com,19,0,com,100,1,0.5229071,0.050702729,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2118,1182,1,landbigfish,100,100,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,42,4,16,206,5,59,1
mw141563.txt,http://www.2k3d.csqoy.com,24,www.2k3d.csqoy.com,18,0,com,49.52380952,0.7,0.5229071,0.042771747,3,2,0,0,0,9,0.375,2,0.083,0,0,0,2,0.083,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172989.txt,https://www.bikeability.org.uk,29,www.bikeability.org.uk,22,0,uk,100,0.8,0.028555,0.050571707,2,2,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,2343,2594,1,bikeabilityorg,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,17,9,13,162,0,197,1
115862.txt,https://www.wluml.org,20,www.wluml.org,13,0,org,100,1,0.0799628,0.050672406,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,2461,19943,1,wluml,100,100,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,37,26,24,94,0,109,1
386228.txt,https://www.radiomics.io,23,www.radiomics.io,16,0,io,100,1,0.0129268,0.065614366,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,400,449,1,radomcs,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,7,13,23,0,0,5,1
656474.txt,https://www.mypriorityplan.com,29,www.mypriorityplan.com,22,0,com,100,1,0.5229071,0.056509824,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,3033,1864,1,mypriorityplan,100,100,0,0,1,0,0,1,0,2,0,1,1,1,0,1,0,0,0,16,34,9,0,0,9,1
7155324.txt,https://online.visual-paradigm.com/app/forms/view/zalxyved/a9adea36-d163-4d46-a3de-0e990d86e78e,94,online.visual-paradigm.com,26,0,com,30.36128226,0.409090909,0.5229071,0.041926607,3,1,0,0,0,56,0.596,18,0.191,0,0,0,12,0.128,1,262,9957,1,onlinevisual-paradigmappformsviewzalxyveda9adea36-d163-4d46-a3de-0e990d86e78,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,0,0,13,0
8118621.txt,https://jposdvu.com/,20,jposdvu.com,11,0,com,71.90082645,1,0.5229071,0.049850845,3,0,0,0,0,10,0.5,0,0,0,0,0,2,0.1,1,35,126,1,jposdvu,100,100,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
398592.txt,https://www.bakerscrust.com,26,www.bakerscrust.com,19,0,com,100,1,0.5229071,0.060018141,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,511,6176,1,bakerscrust,100,100,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,27,4,12,27,0,24,1
383151.txt,https://www.comfyco.com,22,www.comfyco.com,15,0,com,100,1,0.5229071,0.068408089,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1854,2975,1,mfy,42.85714286,42.85714286,1,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,185,3,9,222,1,228,1
8030250.txt,https://joyefaw349.clickfunnels.com/optin1675857413271,53,joyefaw349.clickfunnels.com,27,0,com,46.24944697,0.695652174,0.5229071,0.03554197,3,1,0,0,0,27,0.509,15,0.283,0,0,0,3,0.057,1,580,33349,1,joyefaw349clickfunnelsoptin167585741327,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2,3,7,1,0,7,0
8113580.txt,https://nickburgeson.wixsite.com/my-site,40,nickburgeson.wixsite.com,24,0,com,53.39133523,0.65,0.5229071,0.056315101,3,1,0,0,0,28,0.7,0,0,0,0,0,4,0.1,1,64,151,1,nickburgesonwixsitemy-site,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,1,0
611117.txt,https://www.pacificbabyworld.com,31,www.pacificbabyworld.com,24,0,com,100,1,0.5229071,0.05320725,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,2652,8272,1,pacificbabyworld,100,100,0,0,1,0,0,1,0,21,0,1,1,1,1,1,1,0,1,27,55,22,138,0,53,1
8083274.txt,https://qualifiedsinfuldatabase.ganador56.repl.co,49,qualifiedsinfuldatabase.ganador56.repl.co,41,0,co,28.20689316,0.684210526,0.0059772,0.053213391,2,2,0,0,0,36,0.735,2,0.041,0,0,0,3,0.061,1,198,869,1,qualifiedsinfuldatabaseganador56repl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
7053847.txt,https://sites.google.com/view/btnvm-urgentnotice/btvmnew-note?authuser=1,71,sites.google.com,16,0,com,25.98891408,0.583333333,0.5229071,0.058183974,3,1,0,0,0,54,0.761,0,0,1,1,0,7,0.127,1,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515217.txt,https://www.keyapparel.com,25,www.keyapparel.com,18,0,com,100,1,0.5229071,0.058481912,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1596,23342,1,keyapparel,100,100,0,0,1,1,0,1,0,3,0,1,1,1,0,0,1,0,1,24,3,26,153,3,162,1
394177.txt,https://www.ottawajewishbulletin.com,35,www.ottawajewishbulletin.com,28,0,com,100,1,0.5229071,0.055287551,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,864,490,1,ottawajewishbulletin,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,10,2,6,7,2,52,1
mw141578.txt,http://www.38zi.iysqs.com,24,www.38zi.iysqs.com,18,0,com,49.65986395,0.8,0.5229071,0.039533318,3,2,0,0,0,9,0.375,2,0.083,0,0,0,2,0.083,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521997.txt,https://www.superesportes.com.br,31,www.superesportes.com.br,24,0,br,100,0.823529412,0.0094423,0.062273111,2,2,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,8209,1060,1,superesportescom,0,0,0,1,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,409,1,14,255,2,449,1
757528.txt,https://www.plainsman.com,24,www.plainsman.com,17,0,com,100,1,0.5229071,0.063804081,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1091,553,1,plainsman,100,100,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,29,2,15,84,0,6,1
383857.txt,https://www.faceofmalawi.com,27,www.faceofmalawi.com,20,0,com,100,1,0.5229071,0.063770255,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,10084,12266,1,faceofmalawi,100,100,0,1,1,0,0,1,0,6,0,1,1,1,0,0,1,0,1,66,17,20,238,22,241,1
244336.txt,https://www.churchpharmacy.co.uk,31,www.churchpharmacy.co.uk,24,0,uk,100,0.882352941,0.028555,0.053906609,2,2,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,2204,3869,1,chrchpharmacyco,0,0,1,0,1,1,1,1,1,3,0,0,0,1,0,1,0,0,1,28,14,26,60,4,39,1
oph09148.txt,http://bestmein1.dcdgraphics.de/mpapi/11/22/ded/2.html,54,bestmein1.dcdgraphics.de,24,0,de,28.24430361,0.619047619,0.0326503,0.045211504,2,1,0,0,0,33,0.611,6,0.111,0,0,0,8,0.148,0,37,2317,1,bestmein1dcdgraphicsmpapi1122d2html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mw208491.txt,http://www.52giraffe.com,23,www.52giraffe.com,17,0,com,56.19047619,1,0.5229071,0.048390659,3,1,0,0,0,9,0.391,2,0.087,0,0,0,1,0.043,0,9,42,1,52giraffe,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739288.txt,https://www.fukuekuko.jp,23,www.fukuekuko.jp,16,0,jp,100,1,0.0230451,0.035589135,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,477,309,1,fukuekuko,100,100,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,25,5,11,38,0,53,1
oph07699.txt,https://callets.de/excel/filesa/?email=,39,callets.de,10,0,de,34.14357479,1,0.0326503,0.06179934,2,0,0,0,0,25,0.641,0,0,1,1,0,4,0.154,1,39,167,1,calletsexcelfilesa?email=,0,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
19690.txt,https://www.spectreattack.com,28,www.spectreattack.com,21,0,com,100,1,0.5229071,0.065787469,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,522,741,1,spectreattack,100,100,1,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,1,6,2,4,1,0,67,1
mw59754.txt,http://www.mirrorsupply.com,26,www.mirrorsupply.com,20,0,com,75.82720588,1,0.5229071,0.055910485,3,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,2,863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
8053198.txt,https://bit.ly/allianzbanksicurezza,35,bit.ly,6,0,ly,37.70331178,1,0.0001384,0.048663265,2,0,0,0,0,25,0.714,0,0,0,0,0,2,0.057,1,191,153,1,bitallianzbanksicurezza,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0
